AssetName,Abundance,Environment,Flowers,Fruits,Lat,Long,NofTrees,TreeSpecies,Country
CT9112,Common,Day/Night/Rain,N/A,N/A,-4.3,-50,Three,Epsilon,Brazil
CT9113,Common,Day/Night/Rain/Snow,N/A,N/A,66.5,168.9,Three,Epsilon,Russia
CT9114,Common,Day/Night/Rain/Snow,N/A,N/A,39.3,32.5,Three,Epsilon,Turkey
CT9115,Common,Day/Night/Rain,N/A,N/A,15.3,2.4,Three,Epsilon,Niger
CT9116,Common,Day/Night/Rain,N/A,N/A,42.8,10.3,Three,Epsilon,Italy
CT9117,Common,Day/Night/Rain/Snow,N/A,N/A,40.5,94.4,Three,Epsilon,China
CT9118,Common,Day/Night/Rain,N/A,N/A,26.6,103.9,Three,Epsilon,China
CT9119,Common,Day/Night/Rain,N/A,N/A,50.3,-8.7,Three,Epsilon,Ireland
CT9120,Common,Day/Night/Rain,N/A,N/A,3.3,-75.3,Three,Epsilon,Colombia
CT9121,Common,Day/Night/Rain,N/A,N/A,-24.2,134,Three,Epsilon,Australia
CT9122,Common,Day/Night/Rain/Snow,N/A,N/A,66.5,175.2,Three,Epsilon,Russia
CT9123,Common,Day/Night/Rain,N/A,N/A,35.7,-99.1,Three,Epsilon,United States of America
CT9124,Common,Day/Night/Rain,N/A,N/A,-5.9,-80.1,Three,Epsilon,Peru
CT9125,Common,Day/Night/Rain/Snow,N/A,N/A,55.1,34.1,Three,Epsilon,Russia
CT9126,Common,Day/Night/Rain,N/A,N/A,-7.4,34.1,Three,Epsilon,"Tanzania, United Republic of"
CT9127,Common,Day/Night/Rain/Snow,N/A,N/A,69.5,154.6,Three,Epsilon,Russia
CT9128,Common,Day/Night/Rain/Snow,N/A,N/A,64.5,-18.2,Three,Epsilon,Iceland
CT9129,Common,Day/Night/Rain,N/A,N/A,26.6,-113.4,Three,Epsilon,Mexico
CT9130,Common,Day/Night/Rain/Snow,N/A,N/A,67.8,-116.6,Three,Epsilon,Canada
CT9131,Common,Day/Night/Rain/Snow,N/A,N/A,67.8,141.9,Three,Epsilon,Russia
CT9132,Common,Day/Night/Rain/Snow,N/A,N/A,62.4,140.4,Three,Epsilon,Russia
CT9133,Common,Day/Night/Rain/Snow,N/A,N/A,50.3,-91.2,Three,Epsilon,Canada
CT9134,Common,Day/Night/Rain/Snow,N/A,N/A,60.1,156.2,Three,Epsilon,Russia
CT9135,Common,Day/Night/Rain/Snow,N/A,N/A,70.1,-76.9,Three,Epsilon,Canada
CT9136,Common,Day/Night/Rain/Snow,N/A,N/A,42.8,-105.5,Three,Epsilon,United States of America
CT9137,Common,Day/Night/Rain,N/A,N/A,-5.9,-43.6,Three,Epsilon,Brazil
CT9138,Common,Day/Night/Rain,N/A,N/A,-4.3,-59.5,Three,Epsilon,Brazil
CT9139,Common,Day/Night/Rain/Snow,N/A,N/A,63.1,-111.8,Three,Epsilon,Canada
CT9140,Common,Day/Night/Rain/Snow,N/A,N/A,45.1,99.1,Three,Epsilon,Mongolia
CT9141,Common,Day/Night/Rain,N/A,N/A,19.6,29.3,Three,Epsilon,Sudan
CT9142,Common,Day/Night/Rain,N/A,N/A,-22.7,16.7,Three,Epsilon,Namibia
CT9143,Common,Day/Night/Rain/Snow,N/A,N/A,74.5,-111.8,Three,Epsilon,Canada
CT9144,Common,Day/Night/Rain/Snow,N/A,N/A,53.2,137.2,Three,Epsilon,Russia
CT9145,Common,Day/Night/Rain/Snow,N/A,N/A,36.9,81.7,Three,Epsilon,China
CT9146,Common,Day/Night/Rain/Snow,N/A,N/A,65.2,99.1,Three,Epsilon,Russia
CT9147,Common,Day/Night/Rain,N/A,N/A,16.8,13.5,Three,Epsilon,Niger
CT9148,Common,Day/Night/Rain/Snow,N/A,N/A,52.3,37.3,Three,Epsilon,Russia
CT9149,Common,Day/Night/Rain,N/A,N/A,-24.2,45.2,Three,Epsilon,Madagascar
CT9150,Common,Day/Night/Rain/Snow,N/A,N/A,42.8,107,Three,Epsilon,Mongolia
CT9151,Common,Day/Night/Rain/Snow,N/A,N/A,34.4,72.2,Three,Epsilon,Pakistan
CT9152,Common,Day/Night/Rain/Snow,N/A,N/A,62.4,165.7,Three,Epsilon,Russia
CT9153,Common,Day/Night/Rain/Snow,N/A,N/A,55.1,-67.4,Three,Epsilon,Canada
CT9154,Common,Day/Night/Rain,N/A,N/A,22.5,113.4,Three,Epsilon,China
CT9155,Common,Day/Night/Rain/Snow,N/A,N/A,53.2,67.4,Three,Epsilon,Kazakhstan
CT9156,Common,Day/Night/Rain/Snow,N/A,N/A,48.3,84.8,Three,Epsilon,Kazakhstan
CT9157,Common,Day/Night/Rain/Snow,N/A,N/A,68.9,-97.5,Three,Epsilon,Canada
CT9158,Common,Day/Night/Rain/Snow,N/A,N/A,61.7,97.5,Three,Epsilon,Russia
CT9159,Common,Day/Night/Rain/Snow,N/A,N/A,41.7,-86.4,Three,Epsilon,United States of America
CT9160,Common,Day/Night/Rain/Snow,N/A,N/A,49.3,-81.7,Three,Epsilon,Canada
CT9161,Common,Day/Night/Rain/Snow,N/A,N/A,46.1,67.4,Three,Epsilon,Kazakhstan
CT9162,Common,Day/Night/Rain/Snow,N/A,N/A,71.6,-48.4,Three,Epsilon,Greenland
CT9163,Common,Day/Night/Rain/Snow,N/A,N/A,65.2,-153,Three,Epsilon,United States of America
CT9164,Common,Day/Night/Rain,N/A,N/A,40.5,-0.8,Three,Epsilon,Spain
CT9165,Common,Day/Night/Rain/Snow,N/A,N/A,76.7,-115,Three,Epsilon,Canada
CT9166,Common,Day/Night/Rain,N/A,N/A,-25.7,135.6,Three,Epsilon,Australia
CT9167,Common,Day/Night/Rain,N/A,N/A,6.4,-0.8,Three,Epsilon,Ghana
CT9168,Common,Day/Night/Rain,N/A,N/A,-4.3,-56.3,Three,Epsilon,Brazil
CT9169,Common,Day/Night/Rain/Snow,N/A,N/A,48.3,103.9,Three,Epsilon,Mongolia
CT9170,Common,Day/Night/Rain/Snow,N/A,N/A,67.8,-121.3,Three,Epsilon,Canada
CT9171,Common,Day/Night/Rain,N/A,N/A,4.9,-62.6,Three,Epsilon,Venezuela
CT9172,Common,Day/Night/Rain,N/A,N/A,-13.6,135.6,Three,Epsilon,Australia
CT9173,Common,Day/Night/Rain,N/A,N/A,31.9,46.8,Three,Epsilon,Iraq
CT9174,Common,Day/Night/Rain/Snow,N/A,N/A,64.5,64.2,Three,Epsilon,Russia
CT9175,Common,Day/Night/Rain/Snow,N/A,N/A,66.5,-48.4,Three,Epsilon,Greenland
CT9176,Common,Day/Night/Rain/Snow,N/A,N/A,52.3,119.7,Three,Epsilon,Russia
CT9177,Common,Day/Night/Rain/Snow,N/A,N/A,70.1,89.6,Three,Epsilon,Russia
CT9178,Common,Day/Night/Rain,N/A,N/A,-24.2,-62.6,Three,Epsilon,Argentina
CT9179,Common,Day/Night/Rain/Snow,N/A,N/A,63.8,-121.3,Three,Epsilon,Canada
CT9180,Common,Day/Night/Rain/Snow,N/A,N/A,58.5,102.3,Three,Epsilon,Russia
CT9181,Common,Day/Night/Rain,N/A,N/A,-19.7,-48.4,Three,Epsilon,Brazil
CT9182,Common,Day/Night/Rain/Snow,N/A,N/A,60.1,-156.2,Three,Epsilon,United States of America
CT9183,Common,Day/Night/Rain,N/A,N/A,26.6,99.1,Three,Epsilon,China
CT9184,Common,Day/Night/Rain/Snow,N/A,N/A,54.1,-88,Three,Epsilon,Canada
CT9185,Common,Day/Night/Rain/Snow,N/A,N/A,63.1,40.4,Three,Epsilon,Russia
CT9186,Common,Day/Night/Rain/Snow,N/A,N/A,73.1,-51.5,Three,Epsilon,Greenland
CT9187,Common,Day/Night/Rain,N/A,N/A,19.6,110.2,Three,Epsilon,China
CT9188,Common,Day/Night/Rain/Snow,N/A,N/A,35.7,137.2,Three,Epsilon,Japan
CT9189,Common,Day/Night/Rain/Snow,N/A,N/A,45.1,127.7,Three,Epsilon,China
CT9190,Common,Day/Night/Rain/Snow,N/A,N/A,54.1,43.6,Three,Epsilon,Russia
CT9191,Common,Day/Night/Rain,N/A,N/A,18.2,53.1,Three,Epsilon,Oman
CT9192,Common,Day/Night/Rain,N/A,N/A,13.8,2.4,Three,Epsilon,Niger
CT9193,Common,Day/Night/Rain,N/A,N/A,16.8,-11.9,Three,Epsilon,Mauritania
CT9194,Common,Day/Night/Rain,N/A,N/A,-30,-57.9,Three,Epsilon,Argentina
CT9195,Common,Day/Night/Rain/Snow,N/A,N/A,60.1,97.5,Three,Epsilon,Russia
CT9196,Common,Day/Night/Rain/Snow,N/A,N/A,43.9,-105.5,Three,Epsilon,United States of America
CT9197,Common,Day/Night/Rain/Snow,N/A,N/A,65.9,-37.3,Three,Epsilon,Greenland
CT9198,Common,Day/Night/Rain/Snow,N/A,N/A,-1.3,-42,Three,Epsilon,Brazil
CT9199,Common,Day/Night/Rain/Snow,N/A,N/A,40.5,67.4,Three,Epsilon,Uzbekistan
CT9200,Common,Day/Night/Rain/Snow,N/A,N/A,49.3,50,Three,Epsilon,Kazakhstan
CT9201,Common,Day/Night/Rain,N/A,N/A,27.9,-4,Three,Epsilon,Algeria
CT9202,Common,Day/Night/Rain,N/A,N/A,29.3,-81.7,Three,Epsilon,United States of America
CT9203,Common,Day/Night/Rain,N/A,N/A,18.2,18.2,Three,Epsilon,Chad
CT9204,Common,Day/Night/Rain/Snow,N/A,N/A,72.1,-99.1,Three,Epsilon,Canada
CT9205,Common,Day/Night/Rain/Snow,N/A,N/A,55.9,75.3,Three,Epsilon,Russia
CT9206,Common,Day/Night/Rain/Snow,N/A,N/A,47.2,24.6,Three,Epsilon,Romania
CT9207,Common,Day/Night/Rain/Snow,N/A,N/A,74.5,88,Three,Epsilon,Russia
CT9208,Common,Day/Night/Rain/Snow,N/A,N/A,67.1,-48.4,Three,Epsilon,Greenland
CT9209,Common,Day/Night/Rain/Snow,N/A,N/A,60.1,121.3,Three,Epsilon,Russia
CT9210,Common,Day/Night/Rain/Snow,N/A,N/A,77.1,16.7,Three,Epsilon,Norway
CT9211,Common,Day/Night/Rain/Snow,N/A,N/A,68.4,27.8,Three,Epsilon,Finland
CT9212,Common,Day/Night/Rain/Snow,N/A,N/A,54.1,32.5,Three,Epsilon,Russia
CT9213,Common,Day/Night/Rain/Snow,N/A,N/A,55.9,-130.8,Three,Epsilon,United States of America
CT9214,Common,Day/Night/Rain/Snow,N/A,N/A,59.3,76.9,Three,Epsilon,Russia
CT9215,Common,Day/Night/Rain/Snow,N/A,N/A,49.3,45.2,Three,Epsilon,Russia
CT9216,Common,Day/Night/Rain/Snow,N/A,N/A,29.3,81.7,Three,Epsilon,Nepal
CT9217,Common,Day/Night/Rain,N/A,N/A,-25.7,148.3,Three,Epsilon,Australia
CT9218,Common,Day/Night/Rain/Snow,N/A,N/A,54.1,111.8,Three,Epsilon,Russia
CT9219,Common,Day/Night/Rain/Snow,N/A,N/A,67.1,141.9,Three,Epsilon,Russia
CT9220,Common,Day/Night/Rain/Snow,N/A,N/A,68.4,-156.2,Three,Epsilon,United States of America
CT9221,Common,Day/Night/Rain/Snow,N/A,N/A,75.8,-59.5,Three,Epsilon,Greenland
CT9222,Common,Day/Night/Rain/Snow,N/A,N/A,73.6,-118.2,Three,Epsilon,Canada
CT9223,Common,Day/Night/Rain/Snow,N/A,N/A,61.7,83.3,Three,Epsilon,Russia
CT9224,Common,Day/Night/Rain/Snow,N/A,N/A,49.3,-56.3,Three,Epsilon,Canada
CT9225,Common,Day/Night/Rain/Snow,N/A,N/A,67.8,-156.2,Three,Epsilon,United States of America
CT9226,Common,Day/Night/Rain,N/A,N/A,21,99.1,Three,Epsilon,Myanmar
CT9227,Common,Day/Night/Rain,N/A,N/A,18.2,100.7,Three,Epsilon,Thailand
CT9228,Common,Day/Night/Rain/Snow,N/A,N/A,61.7,8.7,Three,Epsilon,Norway
CT9229,Common,Day/Night/Rain,N/A,N/A,-10.5,-65.8,Three,Epsilon,Bolivia
CT9230,Common,Day/Night/Rain/Snow,N/A,N/A,69.5,-154.6,Three,Epsilon,United States of America
CT9231,Common,Day/Night/Rain,N/A,N/A,16.8,32.5,Three,Epsilon,Sudan
CT9232,Common,Day/Night/Rain,N/A,N/A,3.3,19.8,Three,Epsilon,"Congo, Democratic Republic of the"
CT9233,Common,Day/Night/Rain,N/A,N/A,35.7,-100.7,Three,Epsilon,United States of America
CT9234,Common,Day/Night/Rain/Snow,N/A,N/A,74.5,-46.8,Three,Epsilon,Greenland
CT9235,Common,Day/Night/Rain/Snow,N/A,N/A,65.2,-88,Three,Epsilon,Canada
CT9236,Common,Day/Night/Rain/Snow,N/A,N/A,56.8,91.2,Three,Epsilon,Russia
CT9237,Common,Day/Night/Rain/Snow,N/A,N/A,60.9,-132.4,Three,Epsilon,Canada
CT9238,Common,Day/Night/Rain,N/A,N/A,6.4,26.2,Three,Epsilon,Central African Republic
CT9239,Common,Day/Night/Rain/Snow,N/A,N/A,72.1,113.4,Three,Epsilon,Russia
CT9240,Common,Day/Night/Rain/Snow,N/A,N/A,61.7,65.8,Three,Epsilon,Russia
CT9241,Common,Day/Night/Rain/Snow,N/A,N/A,62.4,-138.8,Three,Epsilon,Canada
CT9242,Common,Day/Night/Rain/Snow,N/A,N/A,45.1,61.1,Three,Epsilon,Kazakhstan
CT9243,Common,Day/Night/Rain/Snow,N/A,N/A,68.4,-118.2,Three,Epsilon,Canada
CT9244,Common,Day/Night/Rain/Snow,N/A,N/A,75,-46.8,Three,Epsilon,Greenland
CT9245,Common,Day/Night/Rain/Snow,N/A,N/A,59.3,50,Three,Epsilon,Russia
CT9246,Common,Day/Night/Rain/Snow,N/A,N/A,68.9,-113.4,Three,Epsilon,Canada
CT9247,Common,Day/Night/Rain/Snow,N/A,N/A,72.1,-83.3,Three,Epsilon,Canada
CT9248,Common,Day/Night/Rain,N/A,N/A,-5.9,-54.7,Three,Epsilon,Brazil
CT9249,Common,Day/Night/Rain,N/A,N/A,31.9,110.2,Three,Epsilon,China
CT9250,Common,Day/Night/Rain,N/A,N/A,22.5,76.9,Three,Epsilon,India
CT9251,Common,Day/Night/Rain,N/A,N/A,-25.7,140.4,Three,Epsilon,Australia
CT9252,Common,Day/Night/Rain,N/A,N/A,30.6,72.2,Three,Epsilon,Pakistan
CT9253,Common,Day/Night/Rain/Snow,N/A,N/A,61.7,53.1,Three,Epsilon,Russia
CT9254,Common,Day/Night/Rain/Snow,N/A,N/A,62.4,40.4,Three,Epsilon,Russia
CT9255,Common,Day/Night/Rain/Snow,N/A,N/A,50.3,140.4,Three,Epsilon,Russia
CT9256,Common,Day/Night/Rain,N/A,N/A,-7.4,27.8,Three,Epsilon,"Congo, Democratic Republic of the"
CT9257,Common,Day/Night/Rain/Snow,N/A,N/A,42.8,-118.2,Three,Epsilon,United States of America
CT9258,Common,Day/Night/Rain/Snow,N/A,N/A,53.2,115,Three,Epsilon,Russia
CT9259,Common,Day/Night/Rain/Snow,N/A,N/A,63.1,-88,Three,Epsilon,Canada
CT9260,Common,Day/Night/Rain,N/A,N/A,-5.9,-57.9,Three,Epsilon,Brazil
CT9261,Common,Day/Night/Rain/Snow,N/A,N/A,65.2,64.2,Three,Epsilon,Russia
CT9262,Common,Day/Night/Rain,N/A,N/A,18.2,94.4,Three,Epsilon,Myanmar
CT9263,Common,Day/Night/Rain/Snow,N/A,N/A,64.5,146.7,Three,Epsilon,Russia
CT9264,Common,Day/Night/Rain/Snow,N/A,N/A,66.5,-164.1,Three,Epsilon,United States of America
CT9265,Common,Day/Night/Rain,N/A,N/A,-16.7,-69,Three,Epsilon,Bolivia
CT9266,Common,Day/Night/Rain/Snow,N/A,N/A,70.1,75.3,Three,Epsilon,Russia
CT9267,Common,Day/Night/Rain,N/A,N/A,21,88,Three,Epsilon,India
CT9268,Common,Day/Night/Rain,N/A,N/A,-16.7,-42,Three,Epsilon,Brazil
CT9269,Common,Day/Night/Rain,N/A,N/A,15.3,13.5,Three,Epsilon,Niger
CT9270,Common,Day/Night/Rain/Snow,N/A,N/A,65.9,57.9,Three,Epsilon,Russia
CT9271,Common,Day/Night/Rain,N/A,N/A,21,-4,Three,Epsilon,Mali
CT9272,Common,Day/Night/Rain,N/A,N/A,-1.3,-75.3,Three,Epsilon,Peru
CT9273,Common,Day/Night/Rain/Snow,N/A,N/A,74.1,102.3,Three,Epsilon,Russia
CT9274,Common,Day/Night/Rain/Snow,N/A,N/A,55.1,61.1,Three,Epsilon,Russia
CT9275,Common,Day/Night/Rain,N/A,N/A,-38.2,-69,Three,Epsilon,Argentina
CT9276,Common,Day/Night/Rain,N/A,N/A,1.8,19.8,Three,Epsilon,"Congo, Democratic Republic of the"
CT9277,Common,Day/Night/Rain,N/A,N/A,1.8,-70.6,Three,Epsilon,Colombia
CT9278,Common,Day/Night/Rain/Snow,N/A,N/A,68.4,116.6,Three,Epsilon,Russia
CT9279,Common,Day/Night/Rain,N/A,N/A,26.6,88,Three,Epsilon,Nepal
CT9280,Common,Day/Night/Rain,N/A,N/A,-16.7,15.1,Three,Epsilon,Angola
CT9281,Common,Day/Night/Rain/Snow,N/A,N/A,47.2,-67.4,Three,Epsilon,Canada
CT9282,Common,Day/Night/Rain/Snow,N/A,N/A,53.2,159.4,Three,Epsilon,Russia
CT9283,Common,Day/Night/Rain,N/A,N/A,-27.1,148.3,Three,Epsilon,Australia
CT9284,Common,Day/Night/Rain/Snow,N/A,N/A,57.7,24.6,Three,Epsilon,Latvia
CT9285,Common,Day/Night/Rain,N/A,N/A,30.6,107,Three,Epsilon,China
CT9286,Common,Day/Night/Rain,N/A,N/A,31.9,64.2,Three,Epsilon,Afghanistan
CT9287,Common,Day/Night/Rain/Snow,N/A,N/A,77.1,-24.6,Three,Epsilon,Greenland
CT9288,Common,Day/Night/Rain/Snow,N/A,N/A,64.5,92.8,Three,Epsilon,Russia
CT9289,Common,Day/Night/Rain/Snow,N/A,N/A,74.5,100.7,Three,Epsilon,Russia
CT9290,Common,Day/Night/Rain,N/A,N/A,-31.4,151.5,Three,Epsilon,Australia
CT9291,Common,Day/Night/Rain,N/A,N/A,19.6,84.8,Three,Epsilon,India
CT9292,Common,Day/Night/Rain,N/A,N/A,-34.2,143.5,Three,Epsilon,Australia
CT9293,Common,Day/Night/Rain/Snow,N/A,N/A,43.9,86.4,Three,Epsilon,China
CT9294,Common,Day/Night/Rain,N/A,N/A,-28.6,29.3,Three,Epsilon,South Africa
CT9295,Common,Day/Night/Rain/Snow,N/A,N/A,49.3,111.8,Three,Epsilon,Mongolia
CT9296,Common,Day/Night/Rain/Snow,N/A,N/A,68.4,99.1,Three,Epsilon,Russia
CT9297,Common,Day/Night/Rain/Snow,N/A,N/A,67.8,62.6,Three,Epsilon,Russia
CT9298,Common,Day/Night/Rain/Snow,N/A,N/A,64.5,94.4,Three,Epsilon,Russia
CT9299,Common,Day/Night/Rain/Snow,N/A,N/A,36.9,94.4,Three,Epsilon,China
CT9300,Common,Day/Night/Rain/Snow,N/A,N/A,66.5,176.8,Three,Epsilon,Russia
CT9301,Common,Day/Night/Rain/Snow,N/A,N/A,64.5,-165.7,Three,Epsilon,United States of America
CT9302,Common,Day/Night/Rain,N/A,N/A,25.2,76.9,Three,Epsilon,India
CT9303,Common,Day/Night/Rain/Snow,N/A,N/A,36.9,118.2,Three,Epsilon,China
CT9304,Common,Day/Night/Rain,N/A,N/A,38.1,-7.1,Three,Epsilon,Portugal
CT9305,Common,Day/Night/Rain,N/A,N/A,35.7,-102.3,Three,Epsilon,United States of America
CT9306,Common,Day/Night/Rain/Snow,N/A,N/A,45.1,-105.5,Three,Epsilon,United States of America
CT9307,Common,Day/Night/Rain/Snow,N/A,N/A,63.8,-118.2,Three,Epsilon,Canada
CT9308,Common,Day/Night/Rain,N/A,N/A,-38.2,145.1,Three,Epsilon,Australia
CT9309,Common,Day/Night/Rain/Snow,N/A,N/A,55.9,-103.9,Three,Epsilon,Canada
CT9310,Common,Day/Night/Rain/Snow,N/A,N/A,55.9,46.8,Three,Epsilon,Russia
CT9311,Common,Day/Night/Rain/Snow,N/A,N/A,48.3,-91.2,Three,Epsilon,Canada
CT9312,Common,Day/Night/Rain,N/A,N/A,-31.4,24.6,Three,Epsilon,South Africa
CT9313,Common,Day/Night/Rain/Snow,N/A,N/A,75.8,-91.2,Three,Epsilon,Canada
CT9314,Common,Day/Night/Rain/Snow,N/A,N/A,52.3,138.8,Three,Epsilon,Russia
CT9315,Common,Day/Night/Rain,N/A,N/A,9.4,46.8,Three,Epsilon,Somalia
CT9316,Common,Day/Night/Rain,N/A,N/A,34.4,-89.6,Three,Epsilon,United States of America
CT9317,Common,Day/Night/Rain,N/A,N/A,-28.6,-50,Three,Epsilon,Brazil
CT9318,Common,Day/Night/Rain,N/A,N/A,-24.2,29.3,Three,Epsilon,South Africa
CT9319,Common,Day/Night/Rain,N/A,N/A,7.9,29.3,Three,Epsilon,South Sudan
CT9320,Common,Day/Night/Rain/Snow,N/A,N/A,65.9,-67.4,Three,Epsilon,Canada
CT9321,Common,Day/Night/Rain/Snow,N/A,N/A,53.2,45.2,Three,Epsilon,Russia
CT9322,Common,Day/Night/Rain/Snow,N/A,N/A,75,-81.7,Three,Epsilon,Canada
CT9323,Common,Day/Night/Rain/Snow,N/A,N/A,50.3,65.8,Three,Epsilon,Kazakhstan
CT9324,Common,Day/Night/Rain,N/A,N/A,15.3,46.8,Three,Epsilon,Yemen
CT9325,Common,Day/Night/Rain/Snow,N/A,N/A,51.3,-57.9,Three,Epsilon,Canada
CT9326,Common,Day/Night/Rain,N/A,N/A,3.3,42,Three,Epsilon,Somalia
CT9327,Common,Day/Night/Rain,N/A,N/A,-21.2,-69,Three,Epsilon,Chile
CT9328,Common,Day/Night/Rain,N/A,N/A,-28.6,-53.1,Three,Epsilon,Brazil
CT9329,Common,Day/Night/Rain,N/A,N/A,-43.3,-64.2,Three,Epsilon,Argentina
CT9330,Common,Day/Night/Rain,N/A,N/A,34.4,5.6,Three,Epsilon,Algeria
CT9331,Common,Day/Night/Rain/Snow,N/A,N/A,51.3,18.2,Three,Epsilon,Poland
CT9332,Common,Day/Night/Rain/Snow,N/A,N/A,74.5,94.4,Three,Epsilon,Russia
CT9333,Common,Day/Night/Rain,N/A,N/A,-4.3,-45.2,Three,Epsilon,Brazil
CT9334,Common,Day/Night/Rain/Snow,N/A,N/A,76.3,-84.8,Three,Epsilon,Canada
CT9335,Common,Day/Night/Rain,N/A,N/A,-5.9,108.6,Three,Epsilon,Indonesia
CT9336,Common,Day/Night/Rain/Snow,N/A,N/A,70.6,103.9,Three,Epsilon,Russia
CT9337,Common,Day/Night/Rain/Snow,N/A,N/A,73.6,-48.4,Three,Epsilon,Greenland
CT9338,Common,Day/Night/Rain/Snow,N/A,N/A,77.1,-84.8,Three,Epsilon,Canada
CT9339,Common,Day/Night/Rain,N/A,N/A,-21.2,23,Three,Epsilon,Botswana
CT9340,Common,Day/Night/Rain,N/A,N/A,0.3,11.9,Three,Epsilon,Gabon
CT9341,Common,Day/Night/Rain,N/A,N/A,-31.4,137.2,Three,Epsilon,Australia
CT9342,Common,Day/Night/Rain,N/A,N/A,12.4,2.4,Three,Epsilon,Niger
CT9343,Common,Day/Night/Rain/Snow,N/A,N/A,69.5,-81.7,Three,Epsilon,Canada
CT9344,Common,Day/Night/Rain,N/A,N/A,21,53.1,Three,Epsilon,Saudi Arabia
CT9345,Common,Day/Night/Rain,N/A,N/A,38.1,57.9,Three,Epsilon,Turkmenistan
CT9346,Common,Day/Night/Rain/Snow,N/A,N/A,70.1,-23,Three,Epsilon,Greenland
CT9347,Common,Day/Night/Rain,N/A,N/A,-1.3,138.8,Three,Epsilon,Indonesia
CT9348,Common,Day/Night/Rain/Snow,N/A,N/A,69.5,107,Three,Epsilon,Russia
CT9349,Common,Day/Night/Rain/Snow,N/A,N/A,60.9,145.1,Three,Epsilon,Russia
CT9350,Common,Day/Night/Rain/Snow,N/A,N/A,31.9,81.7,Three,Epsilon,China
CT9351,Common,Day/Night/Rain,N/A,N/A,-13.6,29.3,Three,Epsilon,Zambia
CT9352,Common,Day/Night/Rain,N/A,N/A,-24.2,132.4,Three,Epsilon,Australia
CT9353,Common,Day/Night/Rain/Snow,N/A,N/A,65.9,-91.2,Three,Epsilon,Canada
CT9354,Common,Day/Night/Rain,N/A,N/A,-9,-54.7,Three,Epsilon,Brazil
CT9355,Common,Day/Night/Rain/Snow,N/A,N/A,60.9,53.1,Three,Epsilon,Russia
CT9356,Common,Day/Night/Rain,N/A,N/A,54.1,-4,Three,Epsilon,United Kingdom
CT9357,Common,Day/Night/Rain,N/A,N/A,36.9,64.2,Three,Epsilon,Turkmenistan
CT9358,Common,Day/Night/Rain/Snow,N/A,N/A,48.3,-70.6,Three,Epsilon,Canada
CT9359,Common,Day/Night/Rain/Snow,N/A,N/A,72.1,122.9,Three,Epsilon,Russia
CT9360,Common,Day/Night/Rain/Snow,N/A,N/A,75.4,-81.7,Three,Epsilon,Canada
CT9361,Common,Day/Night/Rain/Snow,N/A,N/A,75.4,138.8,Three,Epsilon,Russia
CT9362,Common,Day/Night/Rain/Snow,N/A,N/A,53.2,-100.7,Three,Epsilon,Canada
CT9363,Common,Day/Night/Rain,N/A,N/A,23.8,24.6,Three,Epsilon,Libya
CT9364,Common,Day/Night/Rain/Snow,N/A,N/A,63.8,119.7,Three,Epsilon,Russia
CT9365,Common,Day/Night/Rain,N/A,N/A,-40.8,-67.4,Three,Epsilon,Argentina
CT9366,Common,Day/Night/Rain/Snow,N/A,N/A,41.7,121.3,Three,Epsilon,China
CT9367,Common,Day/Night/Rain,N/A,N/A,22.5,83.3,Three,Epsilon,India
CT9368,Common,Day/Night/Rain/Snow,N/A,N/A,46.1,100.7,Three,Epsilon,Mongolia
CT9369,Common,Day/Night/Rain,N/A,N/A,19.6,4,Three,Epsilon,Algeria
CT9370,Common,Day/Night/Rain/Snow,N/A,N/A,31.9,83.3,Three,Epsilon,China
CT9371,Common,Day/Night/Rain,N/A,N/A,25.2,-99.1,Three,Epsilon,Mexico
CT9372,Common,Day/Night/Rain/Snow,N/A,N/A,63.8,149.9,Three,Epsilon,Russia
CT9373,Common,Day/Night/Rain/Snow,N/A,N/A,72.6,89.6,Three,Epsilon,Russia
CT9374,Common,Day/Night/Rain,N/A,N/A,29.3,32.5,Three,Epsilon,Egypt
CT9375,Common,Day/Night/Rain/Snow,N/A,N/A,60.1,-132.4,Three,Epsilon,Canada
CT9376,Common,Day/Night/Rain,N/A,N/A,55.9,-5.6,Three,Epsilon,United Kingdom
CT9377,Common,Day/Night/Rain,N/A,N/A,34.4,-118.2,Three,Epsilon,United States of America
CT9378,Common,Day/Night/Rain/Snow,N/A,N/A,47.2,143.5,Three,Epsilon,Russia
CT9379,Common,Day/Night/Rain,N/A,N/A,40.5,16.7,Three,Epsilon,Italy
CT9380,Common,Day/Night/Rain/Snow,N/A,N/A,71.1,-110.2,Three,Epsilon,Canada
CT9381,Common,Day/Night/Rain/Snow,N/A,N/A,74.1,-53.1,Three,Epsilon,Greenland
CT9382,Common,Day/Night/Rain/Snow,N/A,N/A,75.4,-30.9,Three,Epsilon,Greenland
CT9383,Common,Day/Night/Rain/Snow,N/A,N/A,66.5,100.7,Three,Epsilon,Russia
CT9384,Common,Day/Night/Rain/Snow,N/A,N/A,65.9,162.6,Three,Epsilon,Russia
CT9385,Common,Day/Night/Rain/Snow,N/A,N/A,48.3,97.5,Three,Epsilon,Mongolia
CT9386,Common,Day/Night/Rain,N/A,N/A,42.8,-0.8,Three,Epsilon,Spain
CT9387,Common,Day/Night/Rain/Snow,N/A,N/A,55.1,113.4,Three,Epsilon,Russia
CT9388,Common,Day/Night/Rain/Snow,N/A,N/A,50.3,-76.9,Three,Epsilon,Canada
